Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
Q9UBS4;H7C2Y5,Q9UBS4;H7C2Y5,DnaJ homolog subfamily B member 11,DNAJB11,26978000,23403000,34936000,20306000,26387000,23557000,148320000,80213000,133800000,42257000,89793000,75950000,45368000,1686100,1462700,2183500,1269100,1649200,1472300,9269700,5013300,8362500,2641100,5612100,4746900,0,0,0,0,0,0,48678000,63782000,77722000,0,73987000,0
Q9UBU9;Q9UBU9-2;E9PIN3;E9PQA4;H0YDU0,Q9UBU9;Q9UBU9-2;E9PIN3,Nuclear RNA export factor 1,NXF1,50670000,30712000,56271000,42555000,28666000,35341000,64314000,68341000,84205000,94344000,126860000,108700000,25515000,1634500,990710,1815200,1372700,924720,1140000,2074600,2204600,2716300,3043300,4092100,3506500,44002000,0,52430000,42855000,34608000,37409000,0,49537000,58179000,73855000,60449000,58387000
Q9UEG4,Q9UEG4,Zinc finger protein 629,ZNF629,10541000,0,10468000,9599200,0,8337900,0,34495000,7229300,66195000,15441000,21544000,4596300,263530,0,261700,239980,0,208450,0,862380,180730,1654900,386020,538590,0,0,0,0,0,0,0,0,0,0,0,16049000
Q9UER7-3;Q9UER7;Q9UER7-2;Q5STR5;Q4VX54,Q9UER7-3;Q9UER7;Q9UER7-2,Death domain-associated protein 6,DAXX,1301500000,1441000000,1059200000,872260000,943250000,864500000,1130000000,1277700000,1189600000,1659300000,1034200000,963980000,686820000,65076000,72051000,52959000,43613000,47163000,43225000,56500000,63883000,59480000,82964000,51709000,48199000,935220000,1009300000,914220000,849730000,818860000,876470000,938030000,849720000,935280000,776320000,775400000,692440000
Q9UEY8-2;Q9UEY8,Q9UEY8-2;Q9UEY8,Gamma-adducin,ADD3,36730000,0,38878000,25200000,20948000,0,29844000,39667000,34315000,0,17666000,56856000,10718000,1311800,0,1388500,900000,748130,0,1065800,1416700,1225500,0,630910,2030600,32051000,0,0,0,0,0,0,0,0,0,0,0
Q9UGP8,Q9UGP8,Translocation protein SEC63 homolog,SEC63,0,1963900,4862400,20529000,19627000,10982000,134650000,76654000,28141000,239420000,300210000,59188000,23585000,0,51680,127960,540230,516500,289010,3543400,2017200,740560,6300500,7900200,1557600,0,0,0,29736000,30905000,24757000,84009000,71647000,0,48331000,220410000,0
Q9UGR2-2;Q9UGR2,Q9UGR2-2;Q9UGR2,Zinc finger CCCH domain-containing protein 7B,ZC3H7B,3730500,38950000,24671000,35078000,10724000,15758000,42803000,60179000,14323000,45533000,48895000,21955000,7252000,74609,779010,493420,701550,214470,315160,856070,1203600,286450,910660,977890,439100,0,0,0,0,0,0,22589000,26322000,0,0,40931000,0
Q9UGY1,Q9UGY1,Nucleolar protein 12,NOL12,253370000,316740000,250440000,267320000,356840000,345180000,388390000,418740000,714790000,306120000,280350000,556470000,494970000,28152000,35194000,27827000,29702000,39649000,38353000,43154000,46526000,79421000,34014000,31150000,61830000,180800000,210920000,232560000,330550000,361980000,301140000,267260000,304210000,400450000,227700000,230250000,313890000
Q9UHA3;H3BMQ2,Q9UHA3;H3BMQ2,Probable ribosome biogenesis protein RLP24,RSL24D1,19219000,22169000,23023000,24935000,24725000,32062000,76103000,28832000,70308000,31275000,0,39081000,97933000,4804700,5542400,5755700,6233700,6181300,8015500,19026000,7208100,17577000,7818700,0,9770200,0,0,0,0,0,0,23403000,0,49572000,27891000,0,0
Q9UHA4;Q9UHA4-2,Q9UHA4;Q9UHA4-2,Ragulator complex protein LAMTOR3,LAMTOR3,154330000,290580000,45745000,141430000,66208000,125160000,280900000,285070000,392410000,257220000,422090000,313350000,396360000,22047000,41511000,6535000,20205000,9458300,17881000,40128000,40724000,56058000,36746000,60299000,44765000,142870000,251910000,0,134030000,76676000,112000000,154980000,0,249440000,165390000,0,199510000
Q9UHB6;Q9UHB6-4;F8VQE1;Q9UHB6-2;F8VRN8;F8VS07;Q9UHB6-3;F8VTU2;F8VVQ7,Q9UHB6;Q9UHB6-4;F8VQE1;Q9UHB6-2;F8VRN8,LIM domain and actin-binding protein 1,LIMA1,316060000,325110000,273840000,241720000,187170000,161070000,386360000,173720000,424340000,273360000,182910000,354880000,63472000,6078100,6252200,5266100,4648400,3599400,3097400,7430100,3340800,8160400,5256800,3517600,6824600,265310000,211870000,209650000,239320000,246530000,156750000,196960000,157880000,275130000,176700000,146270000,199420000
Q9UHB7-2;Q9UHB7,Q9UHB7-2;Q9UHB7,AF4/FMR2 family member 4,AFF4,15840000,0,18243000,0,12922000,11778000,18294000,0,30635000,10041000,0,21570000,3398200,386350,0,444960,0,315160,287270,446210,0,747190,244900,0,526110,0,0,0,0,0,0,0,0,0,0,0,16069000
Q9UHB9;Q9UHB9-4;Q9UHB9-2;F5H5Y3;Q9UHB9-3;K7EN53;K7EQC2,Q9UHB9;Q9UHB9-4;Q9UHB9-2;F5H5Y3,Signal recognition particle subunit SRP68,SRP68,449150000,337130000,406160000,219730000,147790000,218560000,495070000,422650000,241910000,410820000,424440000,292390000,119580000,13210000,9915600,11946000,6462500,4346700,6428300,14561000,12431000,7115100,12083000,12484000,8599800,317920000,282580000,255490000,267890000,206310000,228060000,262060000,263450000,214540000,243760000,244040000,200350000
Q9UHC7;Q9UHC7-4;Q9UHC7-3;Q9UHC7-2;C9IY57;C9J031;F5H0I9;F8WAS8;C9IZP5;C9JYI0;C9JYX8,Q9UHC7;Q9UHC7-4;Q9UHC7-3;Q9UHC7-2;C9IY57,E3 ubiquitin-protein ligase makorin-1,MKRN1,36419000,14245000,8230000,10606000,16111000,11981000,380070000,229510000,191240000,264570000,179180000,185030000,84844000,2023300,791390,457220,589200,895060,665580,21115000,12751000,10624000,14698000,9954300,10280000,36984000,0,0,0,46863000,0,198040000,98830000,78431000,111660000,184590000,157760000
Q9UHD8-7;Q9UHD8-2;Q9UHD8-5;Q9UHD8;K7EJV0;K7EJ51;K7EPY1;K7ENL0;K7ER14;K7EJL9;Q9UHD8-3,Q9UHD8-7;Q9UHD8-2;Q9UHD8-5;Q9UHD8;K7EJV0;K7EJ51;K7EPY1;K7ENL0;K7ER14;K7EJL9;Q9UHD8-3,Septin-9,SEPT9,9955500,7117400,8060600,0,19564000,0,19988000,5180200,19995000,9659300,10574000,22382000,3311900,248890,177930,201510,0,489100,0,499690,129510,499870,241480,264350,559550,0,0,0,0,0,0,10337000,0,0,0,0,0
Q9UHD9,Q9UHD9,Ubiquilin-2,UBQLN2,81879000,151310000,78875000,61949000,53079000,64904000,293610000,175160000,220100000,225970000,202100000,136190000,116340000,5458600,10087000,5258400,4130000,3538600,4326900,19574000,11677000,14674000,15064000,13473000,9079300,66069000,106910000,0,0,0,55947000,174940000,102950000,167730000,123040000,121170000,101380000
Q9UHF1;R4GMT3,Q9UHF1;R4GMT3,Epidermal growth factor-like protein 7,EGFL7,23515000,37474000,13931000,6399700,13200000,0,42643000,46336000,13707000,17214000,15110000,0,19128000,1959600,3122800,1161000,533300,1100000,0,3553600,3861400,1142300,1434500,1259100,0,0,28516000,0,0,0,0,24142000,0,0,0,0,0
Q9UHI6;E9PJ60;B4DWV7,Q9UHI6,Probable ATP-dependent RNA helicase DDX20,DDX20,1977100000,1437500000,1626100000,1197200000,1185000000,1504300000,1966900000,1685100000,1484100000,1826400000,1737400000,1633700000,458590000,47073000,34226000,38716000,28504000,28214000,35816000,46832000,40121000,35335000,43485000,41367000,38898000,1327500000,1162900000,1294000000,1279700000,1312400000,1484000000,1165200000,1053300000,1016800000,1200300000,1164900000,1147400000
Q9UHK0,Q9UHK0,Nuclear fragile X mental retardation-interacting protein 1,NUFIP1,6810500,15596000,31805000,5836600,18361000,6351800,9318500,3199800,8805100,7533800,7776200,6952200,6111800,324310,742680,1514500,277930,874330,302470,443740,152370,419290,358750,370290,331060,0,0,25004000,0,0,0,0,0,0,0,0,0
Q9UHR4,Q9UHR4,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,BAIAP2L1,26776000,17835000,27443000,11185000,14769000,11759000,18199000,18595000,35426000,20880000,12348000,24368000,7728500,863750,575320,885260,360800,476430,379320,587050,599850,1142800,673560,398320,786070,0,0,0,0,0,0,0,0,0,0,0,18153000
Q9UHV9,Q9UHV9,Prefoldin subunit 2,PFDN2,76942000,59082000,77034000,75800000,64901000,29166000,52784000,84464000,72782000,58404000,110760000,157070000,91919000,7694200,5908200,7703400,7580000,6490100,2916600,5278400,8446400,7278200,5840400,11076000,15707000,60376000,51858000,56186000,70175000,67985000,0,0,0,47965000,0,86289000,117800000
Q9UHX1-2;Q9UHX1;Q9UHX1-4;Q9UHX1-3;E9PQ56;H0YEM1;E9PN18;E9PMU7;E9PL19;H0YCP8,Q9UHX1-2;Q9UHX1;Q9UHX1-4;Q9UHX1-3;E9PQ56;H0YEM1,Poly(U)-binding-splicing factor PUF60,PUF60,0,0,0,0,0,0,0,0,263160000,0,30981000,0,11313000,0,0,0,0,0,0,0,0,10121000,0,1191600,0,0,0,0,0,0,0,0,0,159730000,0,0,0
Q9UHX1-6;Q9UHX1-5,Q9UHX1-6;Q9UHX1-5,Poly(U)-binding-splicing factor PUF60,PUF60,7879900000,9834200000,7206100000,7084900000,4996600000,5237100000,10264000000,10460000000,8363200000,7431100000,5959300000,7530200000,3547900000,303070000,378240000,277160000,272500000,192180000,201430000,394760000,402300000,321660000,285810000,229210000,289620000,6889700000,7117700000,6322400000,7292500000,5189500000,5626300000,4940800000,6282200000,4644900000,4604000000,4054200000,5366400000
Q9UI36-2;Q9UI36;Q9UI36-4;Q9UI36-3,Q9UI36-2;Q9UI36;Q9UI36-4;Q9UI36-3,Dachshund homolog 1,DACH1,62372000,62068000,60954000,29928000,21941000,27692000,44481000,62332000,33436000,41290000,21618000,43137000,25562000,3118600,3103400,3047700,1496400,1097000,1384600,2224000,3116600,1671800,2064500,1080900,2156800,49606000,46607000,42219000,34864000,29985000,32503000,0,0,0,0,0,0
Q9UIJ5;E5RFZ7,Q9UIJ5,Palmitoyltransferase ZDHHC2,ZDHHC2,91699000,96348000,109880000,29986000,20672000,29450000,66837000,75978000,74815000,34100000,30615000,37393000,41046000,5394100,5667500,6463800,1763900,1216000,1732400,3931600,4469300,4400900,2005900,1800900,2199600,140530000,45804000,103810000,32003000,29054000,22851000,34112000,30747000,28463000,17277000,16439000,20620000
Q9UIQ6-3;Q9UIQ6-2;Q9UIQ6,Q9UIQ6-3;Q9UIQ6-2;Q9UIQ6,"Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form",LNPEP,7847300,9075000,10908000,8308000,4344300,5489800,14146000,19265000,15665000,18457000,25049000,17190000,3114900,156950,181500,218160,166160,86886,109800,282930,385310,313310,369140,500980,343800,0,0,0,0,0,0,0,0,0,0,0,12806000
Q9UJV9;J3KNN5;D6RGI7;H0YA06;H0Y8L8;D6RD33,Q9UJV9;J3KNN5,Probable ATP-dependent RNA helicase DDX41,DDX41,64232000000,78969000000,72515000000,51881000000,51494000000,59541000000,80430000000,83362000000,93782000000,77515000000,70557000000,55693000000,19999000000,1529300000,1880200000,1726600000,1235300000,1226000000,1417600000,1915000000,1984800000,2232900000,1845600000,1679900000,1326000000,49980000000,60749000000,58298000000,47072000000,54803000000,53020000000,44857000000,51389000000,55123000000,50483000000,48518000000,39724000000
Q9UJX2;Q9UJX2-3;D6RBY8;D6RCF8;H0Y936;Q9UJX2-2,Q9UJX2;Q9UJX2-3,Cell division cycle protein 23 homolog,CDC23,0,4247600,0,0,0,0,0,0,11196000,6421600,0,0,683290,0,132740,0,0,0,0,0,0,349880,200670,0,0,0,0,0,0,0,0,0,0,0,3866800,0,0
Q9UK45;K7ENY5;K7EML7;J3QRN1;Q8WXE0-2;Q8WXE0,Q9UK45;K7ENY5;K7EML7,U6 snRNA-associated Sm-like protein LSm7,LSM7,1319000000,1261300000,1508600000,1156100000,1145100000,1119600000,2218700000,1119200000,1448400000,1751400000,1645700000,1159200000,2808800000,219840000,210220000,251430000,192690000,190850000,186610000,369790000,186540000,241400000,291900000,274290000,193210000,1127200000,1112700000,1046900000,1073200000,1186900000,1141300000,1034100000,979630000,883840000,1114700000,1131700000,793810000
Q9UK59;F5GWV2;Q9UK59-2,Q9UK59,Lariat debranching enzyme,DBR1,4986000,7259800,5189200,7104600,6049800,10469000,5463000,26041000,16911000,10907000,8387500,0,4729000,216780,315640,225620,308890,263040,455160,237520,1132200,735240,474230,364670,0,0,0,0,0,0,0,0,0,10264000,0,0,0
Q9UK61-2;Q9UK61-3;Q9UK61-4;Q9UK61,Q9UK61-2;Q9UK61-3;Q9UK61-4;Q9UK61,Protein FAM208A,FAM208A,61841000,74924000,57072000,68963000,12628000,28422000,124500000,83269000,101450000,125040000,96618000,76563000,13808000,936980,1135200,864730,1044900,191330,430640,1886400,1261700,1537100,1894600,1463900,1160100,0,50437000,0,67964000,0,0,63544000,0,60801000,67529000,77363000,64149000
Q9UKB3,Q9UKB3,DnaJ homolog subfamily C member 12,DNAJC12,25995000,38173000,44153000,37566000,23890000,27283000,63686000,36697000,36110000,53973000,49387000,40163000,39756000,2166300,3181100,3679400,3130500,1990800,2273600,5307200,3058100,3009200,4497700,4115500,3346900,0,0,0,0,0,0,0,0,0,0,0,29919000
Q9UKD2,Q9UKD2,mRNA turnover protein 4 homolog,MRTO4,54459000,39340000,37477000,63778000,40508000,79659000,104260000,32658000,65203000,55741000,48887000,59680000,45443000,3630600,2622600,2498400,4251900,2700500,5310600,6950500,2177200,4346900,3716100,3259100,3978700,47396000,38552000,43356000,75908000,42794000,42323000,58735000,0,0,0,36210000,44525000
Q9UKJ3;Q9UKJ3-2;K7EKU0;Q7Z570;A4D1E1,Q9UKJ3;Q9UKJ3-2,G patch domain-containing protein 8,GPATCH8,1551200000,1313200000,1364100000,1319200000,1022900000,1289100000,1351200000,1055200000,1189000000,1385600000,1178800000,1068200000,251460000,25854000,21887000,22734000,21987000,17048000,21485000,22520000,17587000,19817000,23093000,19646000,17804000,1127100000,1110400000,976800000,1284500000,1374400000,1179700000,734750000,718890000,726490000,854030000,772450000,861960000
Q9UKM7;B3KQC5;H0YGV7;H0YG20;REV__O60290,Q9UKM7;B3KQC5;H0YGV7;H0YG20,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,106430000,136590000,109590000,138550000,67620000,67601000,140210000,29367000,72466000,159470000,109290000,39203000,34600000,3130200,4017200,3223400,4074900,1988800,1988300,4123700,863730,2131400,4690400,3214500,1153000,84261000,94651000,79334000,84396000,86890000,68511000,69988000,64341000,60953000,78366000,66660000,66321000
Q9UKM9-2;Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1;Q5QPM2,Q9UKM9-2;Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1,RNA-binding protein Raly,RALY,4669300000,6972500000,7180900000,5752200000,3708200000,5073900000,10954000000,9117500000,10330000000,11993000000,9109000000,6502600000,5075800000,259410000,387360000,398940000,319570000,206010000,281880000,608550000,506530000,573920000,666300000,506060000,361260000,4939300000,5475400000,5745800000,5528700000,5086800000,5294000000,5259200000,5234300000,6280400000,5686600000,6182900000,4838900000
Q9UKN8;F2Z356,Q9UKN8,General transcription factor 3C polypeptide 4,GTF3C4,43717000,51136000,73979000,82138000,57722000,58330000,173620000,102730000,75470000,125230000,90026000,125900000,19273000,794860,929750,1345100,1493400,1049500,1060600,3156600,1867900,1372200,2276900,1636800,2289100,66375000,48656000,59703000,74708000,59745000,57884000,60793000,64535000,61301000,67804000,67360000,80239000
Q9UKS6;E9PIY1;E9PJ75;E9PNM9;E9PJ33;H0YDM6,Q9UKS6;E9PIY1,Protein kinase C and casein kinase substrate in neurons protein 3,PACSIN3,1319200000,927210000,1075500000,369270000,265130000,338840000,1028600000,778660000,695110000,445360000,285430000,340870000,374720000,62821000,44153000,51215000,17584000,12625000,16135000,48980000,37079000,33100000,21208000,13592000,16232000,980890000,764070000,768630000,420460000,321210000,376210000,598700000,453950000,412820000,308410000,231490000,253340000
Q9UKV3-5,Q9UKV3-5,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,110200000,95140000,132020000,90889000,104130000,109540000,107450000,101190000,74301000,88954000,170230000,98071000,19136000,1644800,1420000,1970500,1356500,1554100,1635000,1603800,1510400,1109000,1327700,2540800,1463700,0,0,0,0,0,0,0,0,0,0,0,73057000
R4GNG2;Q9UKV5;H3BRK9,R4GNG2;Q9UKV5;H3BRK9,E3 ubiquitin-protein ligase AMFR,AMFR,15132000,0,0,12230000,11428000,2912500,207150000,54466000,42080000,67181000,44771000,19420000,31785000,1008800,0,0,815310,761840,194170,13810000,3631100,2805400,4478700,2984700,1294700,0,0,0,0,0,0,66279000,41689000,38744000,44800000,43238000,0
Q9UKX7-2;Q9UKX7;B0QY21;B4E2D3,Q9UKX7-2;Q9UKX7,Nuclear pore complex protein Nup50,NUP50,152540000,190180000,288020000,221090000,177410000,145900000,284500000,295200000,280830000,334680000,284040000,253050000,103840000,5447800,6792200,10287000,7895900,6336100,5210600,10161000,10543000,10030000,11953000,10144000,9037600,129970000,152660000,165860000,197780000,192410000,198350000,161270000,176340000,198010000,189070000,169670000,201450000
Q9UL25,Q9UL25,Ras-related protein Rab-21,RAB21,349400000,330940000,348630000,288010000,298040000,218700000,841880000,501890000,523750000,565790000,453830000,478210000,399930000,26877000,25457000,26818000,22154000,22926000,16823000,64760000,38607000,40288000,43522000,34910000,36785000,347360000,295040000,294320000,247620000,287120000,255640000,497740000,295750000,269320000,352360000,274980000,314520000
Q9UL42,Q9UL42,Paraneoplastic antigen Ma2,PNMA2,62617000,81344000,68315000,52719000,106470000,69061000,150550000,236200000,129370000,201420000,134500000,165220000,80988000,3478700,4519100,3795300,2928900,5914800,3836700,8364000,13122000,7187300,11190000,7472200,9178600,80918000,79446000,0,75100000,94298000,110070000,71587000,118160000,107140000,99423000,70180000,86338000
Q9UL54-2;Q9UL54-4;Q9UL54;Q7L7X3-2;Q7L7X3-3;Q9H2K8;Q7L7X3;Q9UL54-3,Q9UL54-2;Q9UL54-4;Q9UL54;Q7L7X3-2;Q7L7X3-3;Q9H2K8;Q7L7X3;Q9UL54-3,Serine/threonine-protein kinase TAO2;Serine/threonine-protein kinase TAO1;Serine/threonine-protein kinase TAO3,TAOK2;TAOK1;TAOK3,9410000,11338000,0,13635000,9363100,9984200,9820300,0,0,0,0,25050000,1968900,209110,251960,0,303000,208070,221870,218230,0,0,0,0,556660,0,0,0,0,0,0,0,0,0,0,0,18661000
Q9ULC3,Q9ULC3,Ras-related protein Rab-23,RAB23,99912000,27641000,146950000,18867000,15744000,19026000,32551000,52702000,31842000,47141000,0,114250000,43330000,7136600,1974400,10497000,1347700,1124600,1359000,2325000,3764400,2274400,3367200,0,8160500,0,0,113030000,0,0,0,0,0,0,0,0,87603000
Q9ULG1;H0YMN5,Q9ULG1;H0YMN5,DNA helicase INO80,INO80,141920000,176320000,166450000,146810000,128710000,131300000,171280000,280690000,279990000,194030000,300320000,216650000,31979000,1944100,2415400,2280200,2011200,1763200,1798600,2346200,3845100,3835500,2657900,4113900,2967800,108310000,165450000,172370000,152100000,156520000,149240000,132660000,163180000,169840000,117250000,124160000,112610000
Q9ULL5-3;Q9ULL5;Q9ULL5-2,Q9ULL5-3;Q9ULL5;Q9ULL5-2,Proline-rich protein 12,PRR12,484630000,459090000,372720000,357630000,251000000,400390000,423350000,437200000,303840000,446190000,412060000,377910000,73844000,7572300,7173300,5823800,5587900,3921900,6256100,6614800,6831200,4747500,6971700,6438500,5904800,483760000,361790000,338840000,330870000,291970000,361210000,230890000,255180000,193840000,258680000,254600000,258670000
Q9ULR0;Q9ULR0-1;Q9ULR0-2;A8MVI5;D6RC18;H0YA89,Q9ULR0;Q9ULR0-1;Q9ULR0-2;A8MVI5;D6RC18,Pre-mRNA-splicing factor ISY1 homolog,ISY1,2656900000,2564700000,3319900000,1425800000,1351900000,1742600000,3419500000,3278700000,2914000000,2947700000,1795400000,1716400000,2081000000,189780000,183190000,237130000,101840000,96562000,124470000,244250000,234200000,208140000,210550000,128250000,122600000,2382800000,2260300000,2673800000,1491700000,1728100000,1695000000,1546900000,1875000000,1683600000,1320300000,1454600000,1338100000
Q9ULV0;Q9H6Y6;K7EIJ6;Q0P656;K7EPI3,Q9ULV0;Q9H6Y6;K7EIJ6,Unconventional myosin-Vb,MYO5B,349660000,308950000,278240000,79108000,55838000,48630000,502060000,363110000,229060000,67045000,79739000,32849000,24432000,3568000,3152500,2839200,807220,569780,496220,5123100,3705200,2337400,684130,813660,335190,311590000,253880000,163280000,69910000,84303000,62243000,237360000,194550000,150240000,87955000,58686000,0
Q9ULW0;Q96RR5,Q9ULW0;Q96RR5,Targeting protein for Xklp2,TPX2;HCA90,105040000,100690000,119090000,174190000,52182000,96891000,127660000,156600000,194990000,163410000,223180000,218310000,42249000,2561900,2455800,2904700,4248500,1272700,2363200,3113600,3819500,4755800,3985600,5443400,5324600,87801000,84996000,107640000,136310000,81706000,99532000,86628000,105450000,109860000,94877000,118010000,170490000
Q9ULW3,Q9ULW3,Activator of basal transcription 1,ABT1,51670000,52676000,61779000,39845000,24589000,30444000,92680000,70851000,86120000,70690000,55583000,74966000,44493000,3229400,3292300,3861200,2490300,1536800,1902800,5792500,4428200,5382500,4418100,3473900,4685400,0,0,0,0,0,0,0,0,0,42567000,0,0
Q9ULX3;H3BUR4,Q9ULX3,RNA-binding protein NOB1,NOB1,643280000,1130300000,908450000,675080000,573330000,692570000,1448500000,1430700000,1078400000,1007500000,1077800000,1324600000,521320000,27969000,49143000,39498000,29351000,24927000,30112000,62979000,62203000,46886000,43803000,46860000,57590000,605530000,900660000,702300000,672210000,646430000,701920000,753560000,825070000,642310000,612780000,681440000,993330000
Q9ULX6;Q9ULX6-2;M0R010;M0QYT7;M0QZQ9,Q9ULX6;Q9ULX6-2,A-kinase anchor protein 8-like,AKAP8L,368300000,452630000,579360000,411400000,366490000,476650000,690150000,622440000,571880000,744700000,726490000,564630000,273960000,15346000,18859000,24140000,17142000,15270000,19861000,28756000,25935000,23828000,31029000,30271000,23526000,333440000,363250000,426640000,415800000,413910000,467310000,337550000,389160000,389050000,492830000,476680000,366980000
Q9UMS4;F5GY56;F5H2I0;H0YGF3;H0YGZ5,Q9UMS4;F5GY56,Pre-mRNA-processing factor 19,PRPF19,9815300000,11456000000,13209000000,6284200000,5721400000,7150100000,12918000000,12490000000,13844000000,11820000000,10812000000,9088700000,6558300000,516600000,602930000,695200000,330750000,301120000,376320000,679900000,657350000,728610000,622120000,569070000,478350000,9036900000,9098300000,10375000000,6439700000,6764500000,6945300000,7028400000,6966600000,8548400000,6616700000,7160700000,6422200000
Q9UMX0-2;Q9UMX0;H0YDS0,Q9UMX0-2;Q9UMX0,Ubiquilin-1,UBQLN1,28497000,36535000,9371500,49484000,24670000,5226700,676360000,460920000,456950000,574920000,454350000,395980000,244100000,2192100,2810400,720890,3806500,1897700,402050,52028000,35456000,35150000,44224000,34950000,30460000,0,84523000,0,104790000,0,0,266370000,234570000,281250000,438790000,260010000,226570000
Q9UMY1;H7C2B1;Q9UMY1-2,Q9UMY1,Nucleolar protein 7,NOL7,74604000,51225000,81314000,44753000,43233000,56078000,143190000,97438000,97729000,103130000,81566000,62656000,133850000,10658000,7317900,11616000,6393200,6176100,8011200,20456000,13920000,13961000,14733000,11652000,8950800,63842000,40353000,55938000,0,48848000,57921000,69704000,56660000,68192000,63882000,0,51018000
Q9UN86-2;Q9UN86;D6RAC7;D6RB17;D6RGJ4;D6RE13;D6RBW8;D6RBM9;D6REX8;D6RBR0;D6R9X5;D6R9A4,Q9UN86-2;Q9UN86;D6RAC7;D6RB17,Ras GTPase-activating protein-binding protein 2,G3BP2,1211800000,909260000,1294400000,859830000,659040000,1299800000,7297300000,3870500000,4143500000,5195400000,4368700000,4243000000,1860700000,63780000,47856000,68125000,45254000,34686000,68410000,384070000,203710000,218080000,273440000,229930000,223320000,1170000000,768940000,951790000,968590000,862800000,1134300000,3659300000,2590700000,2331200000,3144300000,2815400000,3034400000
Q9UNE7;Q9UNE7-2;H3BTA3;H3BUD0;H3BS86,Q9UNE7;Q9UNE7-2;H3BTA3;H3BUD0;H3BS86,E3 ubiquitin-protein ligase CHIP,STUB1,1263300000,906660000,799480000,746770000,740000000,1056900000,2242700000,1886700000,2036400000,2024200000,2000400000,2565900000,869970000,60155000,43174000,38071000,35561000,35238000,50328000,106800000,89841000,96971000,96390000,95258000,122180000,811050000,803400000,805350000,871070000,876050000,1094200000,1168000000,1231500000,1260900000,1357800000,1137500000,1648500000
Q9UNF1;Q9UNF1-2;H7BXW3;Q5H907;Q5H909,Q9UNF1;Q9UNF1-2;H7BXW3,Melanoma-associated antigen D2,MAGED2,82815000,146630000,166390000,125110000,106570000,91741000,49000000,51320000,41891000,105730000,104520000,115400000,42396000,2957700,5236600,5942400,4468200,3805900,3276500,1750000,1832800,1496100,3776100,3732800,4121400,68705000,93427000,72680000,105900000,119960000,99934000,67650000,55220000,0,84795000,74709000,91983000
Q9UNK0,Q9UNK0,Syntaxin-8,STX8,11585000,10817000,6549700,3921600,5268700,5623100,37860000,14704000,17164000,16346000,0,17653000,12291000,965420,901440,545810,326800,439060,468590,3155000,1225300,1430300,1362100,0,1471100,0,0,0,0,0,0,19581000,0,0,0,0,0
Q9UNP9;E9PKY5;Q9UNP9-2;Q9UNP9-3;E9PEQ6;E9PIB0;E9PK21,Q9UNP9;E9PKY5;Q9UNP9-2;Q9UNP9-3;E9PEQ6,Peptidyl-prolyl cis-trans isomerase E;Peptidyl-prolyl cis-trans isomerase,PPIE,391710000,288280000,483560000,220260000,82076000,174910000,415170000,379660000,317620000,297020000,225300000,223180000,218670000,24482000,18018000,30223000,13766000,5129700,10932000,25948000,23729000,19851000,18564000,14081000,13949000,355430000,257150000,397050000,282970000,127680000,156780000,156480000,191360000,195630000,145860000,170490000,136000000
Q9UNQ2;D6RCL3,Q9UNQ2,Probable dimethyladenosine transferase,DIMT1,11943000,18250000,51089000,14510000,11891000,15351000,105880000,48399000,27537000,30646000,38717000,24665000,22160000,663480,1013900,2838300,806090,660580,852850,5882000,2688800,1529800,1702600,2150900,1370300,0,0,0,0,0,0,54758000,0,0,0,0,0
Q9UNX3;E5RIT6;E5RHH1,Q9UNX3;E5RIT6,60S ribosomal protein L26-like 1,RPL26L1,171200000,159010000,286680000,234860000,198600000,242220000,486910000,465350000,476380000,455750000,387480000,342120000,651090000,28533000,26501000,47780000,39143000,33100000,40370000,81152000,77559000,79396000,75958000,64579000,57020000,197030000,146460000,235990000,230130000,207240000,250530000,224590000,329280000,255920000,248870000,239780000,243170000
